brand,model,body_type,sub_body_type,seating,fuel_types,transmissions,launch_date,description,pros,cons,summary,header_seo,exterior_design,comfort_convenience,is_popular,popular_rank,engine_summaries,mileage_data,faqs
"Maruti Suzuki","Alto K10","Coupe","Premium Coupe",5,"petrol,diesel","manual,automatic","2020-01-01","The Maruti Suzuki Alto K10 is a premium coupe offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium coupe with advanced technology and superior performance.","Maruti Suzuki Alto K10 - Premium Coupe | Price, Features, Specifications","The Alto K10 features modern design language with premium styling, distinctive front grille, and elegant proportions.","Alto K10 offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Maruti Suzuki Alto K10?"",""answer"":""Maruti Suzuki Alto K10 delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Maruti Suzuki Alto K10 worth buying?"",""answer"":""Yes, Maruti Suzuki Alto K10 offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Maruti Suzuki","S-Presso","Sedan","Premium Sedan",5,"petrol,diesel","manual,automatic","2020-01-01","The Maruti Suzuki S-Presso is a premium sedan offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium sedan with advanced technology and superior performance.","Maruti Suzuki S-Presso - Premium Sedan | Price, Features, Specifications","The S-Presso features modern design language with premium styling, distinctive front grille, and elegant proportions.","S-Presso offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Maruti Suzuki S-Presso?"",""answer"":""Maruti Suzuki S-Presso delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Maruti Suzuki S-Presso worth buying?"",""answer"":""Yes, Maruti Suzuki S-Presso offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Maruti Suzuki","Wagon R","MUV","Premium MUV",7,"petrol,diesel","manual,automatic","2020-01-01","The Maruti Suzuki Wagon R is a premium muv offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium muv with advanced technology and superior performance.","Maruti Suzuki Wagon R - Premium MUV | Price, Features, Specifications","The Wagon R features modern design language with premium styling, distinctive front grille, and elegant proportions.","Wagon R offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Maruti Suzuki Wagon R?"",""answer"":""Maruti Suzuki Wagon R delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Maruti Suzuki Wagon R worth buying?"",""answer"":""Yes, Maruti Suzuki Wagon R offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Maruti Suzuki","Swift","Hatchback","Premium Hatchback",5,"petrol,cng","manual,automatic","2018-02-01","The Maruti Suzuki Swift is a premium hatchbook that combines sporty design with peppy performance and feature-rich interiors, making it one of India's most popular cars.","Sporty design, peppy performance, feature-rich interiors, good build quality, excellent fuel efficiency, strong resale value","Limited rear seat space, road noise at high speeds, average boot space, firm suspension setup","Premium hatchback with perfect balance of style, performance, and features for urban driving enthusiasts.","Maruti Suzuki Swift - Premium Hatchback with Sporty Design | Price, Features, Mileage","The Swift features a bold and sporty design with a distinctive front grille, sharp headlamps, sculpted body lines, and dynamic proportions that give it a premium appeal.","Swift offers comfortable seating for five, automatic climate control, touchscreen infotainment, steering-mounted controls, and ample storage spaces for daily convenience.",true,1,"[{""title"":""1.2L K-Series Petrol Engine"",""summary"":""Advanced K-Series engine with VVT technology delivering excellent performance and fuel efficiency"",""transmission"":""5-Speed Manual"",""power"":""89 PS @ 6000 rpm"",""torque"":""113 Nm @ 4200 rpm"",""speed"":""165 kmph""},{""title"":""1.2L K-Series Petrol AMT"",""summary"":""Same K-Series engine paired with smooth AMT for effortless city driving"",""transmission"":""5-Speed AMT"",""power"":""89 PS @ 6000 rpm"",""torque"":""113 Nm @ 4200 rpm"",""speed"":""160 kmph""}]","[{""engineName"":""1.2L Petrol Manual"",""companyClaimed"":""23.20 kmpl"",""cityRealWorld"":""18.5 kmpl"",""highwayRealWorld"":""25.2 kmpl""},{""engineName"":""1.2L Petrol AMT"",""companyClaimed"":""22.56 kmpl"",""cityRealWorld"":""17.8 kmpl"",""highwayRealWorld"":""24.5 kmpl""},{""engineName"":""1.2L CNG Manual"",""companyClaimed"":""30.90 km/kg"",""cityRealWorld"":""26.5 km/kg"",""highwayRealWorld"":""32.8 km/kg""}]","[{""question"":""What is the mileage of Maruti Swift?"",""answer"":""Maruti Swift delivers 23.20 kmpl with manual transmission and 22.56 kmpl with AMT, making it highly fuel-efficient.""},{""question"":""Is Swift good for long drives?"",""answer"":""Yes, Swift is comfortable for long drives with its refined engine, stable handling, and comfortable seating, though rear space is limited.""},{""question"":""What are the key features of Swift?"",""answer"":""Swift offers touchscreen infotainment, automatic AC, keyless entry, push-button start, dual airbags, ABS with EBD, and premium interiors.""},{""question"":""How is Swift's performance?"",""answer"":""Swift offers peppy performance with its 1.2L K-Series engine producing 89 PS power and 113 Nm torque, ideal for city and highway driving.""}]"
"Maruti Suzuki","Baleno","Hatchback","Premium Hatchback",5,"petrol,cng","manual,automatic","2015-10-26","The Maruti Suzuki Baleno is a premium hatchback offering spacious interiors, advanced features, and excellent fuel efficiency with a sophisticated design.","Spacious interiors, feature-rich, good fuel efficiency, premium feel, large boot space, comfortable ride quality","Rear seat comfort could be better, road noise, average build quality, light steering feel","Spacious premium hatchback with advanced features and excellent fuel efficiency for family use.","Maruti Suzuki Baleno - Spacious Premium Hatchback | Price, Features, Mileage","Baleno features a sophisticated design with flowing lines, premium front grille, stylish headlamps, and elegant proportions that reflect its premium positioning.","Baleno offers spacious cabin with premium interiors, SmartPlay touchscreen, automatic climate control, and generous storage compartments throughout.",true,3,"[{""title"":""1.2L DualJet Petrol Engine"",""summary"":""Advanced DualJet technology with dual injection system for enhanced performance and fuel efficiency"",""transmission"":""5-Speed Manual"",""power"":""89 PS @ 6000 rpm"",""torque"":""113 Nm @ 4200 rpm"",""speed"":""170 kmph""},{""title"":""1.2L DualJet CVT"",""summary"":""DualJet engine with smooth CVT transmission for effortless driving experience"",""transmission"":""CVT Automatic"",""power"":""89 PS @ 6000 rpm"",""torque"":""113 Nm @ 4200 rpm"",""speed"":""165 kmph""}]","[{""engineName"":""1.2L Petrol Manual"",""companyClaimed"":""22.35 kmpl"",""cityRealWorld"":""17.8 kmpl"",""highwayRealWorld"":""24.8 kmpl""},{""engineName"":""1.2L Petrol CVT"",""companyClaimed"":""21.01 kmpl"",""cityRealWorld"":""16.5 kmpl"",""highwayRealWorld"":""23.2 kmpl""},{""engineName"":""1.2L CNG Manual"",""companyClaimed"":""30.61 km/kg"",""cityRealWorld"":""25.8 km/kg"",""highwayRealWorld"":""32.5 km/kg""}]","[{""question"":""Is Baleno spacious compared to other hatchbacks?"",""answer"":""Yes, Baleno offers class-leading interior space with generous legroom, headroom, and the largest boot space in its segment at 339 liters.""},{""question"":""What is the fuel efficiency of Baleno?"",""answer"":""Baleno delivers 22.35 kmpl with manual transmission and 21.01 kmpl with CVT, offering excellent fuel efficiency in its class.""},{""question"":""Does Baleno have good features?"",""answer"":""Yes, Baleno comes with SmartPlay touchscreen, automatic climate control, keyless entry, push-button start, and comprehensive safety features.""}]"
"Maruti Suzuki","Dzire","MUV","Premium MUV",7,"petrol,diesel","manual,automatic","2020-01-01","The Maruti Suzuki Dzire is a premium muv offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium muv with advanced technology and superior performance.","Maruti Suzuki Dzire - Premium MUV | Price, Features, Specifications","The Dzire features modern design language with premium styling, distinctive front grille, and elegant proportions.","Dzire offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Maruti Suzuki Dzire?"",""answer"":""Maruti Suzuki Dzire delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Maruti Suzuki Dzire worth buying?"",""answer"":""Yes, Maruti Suzuki Dzire offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Maruti Suzuki","Vitara Brezza","Sedan","Premium Sedan",5,"petrol,diesel","manual,automatic","2020-01-01","The Maruti Suzuki Vitara Brezza is a premium sedan offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium sedan with advanced technology and superior performance.","Maruti Suzuki Vitara Brezza - Premium Sedan | Price, Features, Specifications","The Vitara Brezza features modern design language with premium styling, distinctive front grille, and elegant proportions.","Vitara Brezza offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Maruti Suzuki Vitara Brezza?"",""answer"":""Maruti Suzuki Vitara Brezza delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Maruti Suzuki Vitara Brezza worth buying?"",""answer"":""Yes, Maruti Suzuki Vitara Brezza offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Maruti Suzuki","Ertiga","MUV","Premium MUV",7,"petrol,diesel","manual,automatic","2020-01-01","The Maruti Suzuki Ertiga is a premium muv offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium muv with advanced technology and superior performance.","Maruti Suzuki Ertiga - Premium MUV | Price, Features, Specifications","The Ertiga features modern design language with premium styling, distinctive front grille, and elegant proportions.","Ertiga offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Maruti Suzuki Ertiga?"",""answer"":""Maruti Suzuki Ertiga delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Maruti Suzuki Ertiga worth buying?"",""answer"":""Yes, Maruti Suzuki Ertiga offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Maruti Suzuki","S-Cross","SUV","Premium SUV",5,"petrol,diesel","manual,automatic","2020-01-01","The Maruti Suzuki S-Cross is a premium suv offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium suv with advanced technology and superior performance.","Maruti Suzuki S-Cross - Premium SUV | Price, Features, Specifications","The S-Cross features modern design language with premium styling, distinctive front grille, and elegant proportions.","S-Cross offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Maruti Suzuki S-Cross?"",""answer"":""Maruti Suzuki S-Cross delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Maruti Suzuki S-Cross worth buying?"",""answer"":""Yes, Maruti Suzuki S-Cross offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Maruti Suzuki","XL6","Sedan","Premium Sedan",5,"petrol,diesel","manual,automatic","2020-01-01","The Maruti Suzuki XL6 is a premium sedan offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium sedan with advanced technology and superior performance.","Maruti Suzuki XL6 - Premium Sedan | Price, Features, Specifications","The XL6 features modern design language with premium styling, distinctive front grille, and elegant proportions.","XL6 offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Maruti Suzuki XL6?"",""answer"":""Maruti Suzuki XL6 delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Maruti Suzuki XL6 worth buying?"",""answer"":""Yes, Maruti Suzuki XL6 offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Maruti Suzuki","Ciaz","Hatchback","Premium Hatchback",5,"petrol,diesel","manual,automatic","2020-01-01","The Maruti Suzuki Ciaz is a premium hatchback offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium hatchback with advanced technology and superior performance.","Maruti Suzuki Ciaz - Premium Hatchback | Price, Features, Specifications","The Ciaz features modern design language with premium styling, distinctive front grille, and elegant proportions.","Ciaz offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Maruti Suzuki Ciaz?"",""answer"":""Maruti Suzuki Ciaz delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Maruti Suzuki Ciaz worth buying?"",""answer"":""Yes, Maruti Suzuki Ciaz offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Maruti Suzuki","Grand Vitara","SUV","Premium SUV",5,"petrol,diesel","manual,automatic","2020-01-01","The Maruti Suzuki Grand Vitara is a premium suv offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium suv with advanced technology and superior performance.","Maruti Suzuki Grand Vitara - Premium SUV | Price, Features, Specifications","The Grand Vitara features modern design language with premium styling, distinctive front grille, and elegant proportions.","Grand Vitara offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Maruti Suzuki Grand Vitara?"",""answer"":""Maruti Suzuki Grand Vitara delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Maruti Suzuki Grand Vitara worth buying?"",""answer"":""Yes, Maruti Suzuki Grand Vitara offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Mahindra","Bolero","Sedan","Premium Sedan",5,"petrol,diesel","manual,automatic","2020-01-01","The Mahindra Bolero is a premium sedan offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium sedan with advanced technology and superior performance.","Mahindra Bolero - Premium Sedan | Price, Features, Specifications","The Bolero features modern design language with premium styling, distinctive front grille, and elegant proportions.","Bolero offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Mahindra Bolero?"",""answer"":""Mahindra Bolero delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Mahindra Bolero worth buying?"",""answer"":""Yes, Mahindra Bolero offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Mahindra","Bolero Neo","Sedan","Premium Sedan",5,"petrol,diesel","manual,automatic","2020-01-01","The Mahindra Bolero Neo is a premium sedan offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium sedan with advanced technology and superior performance.","Mahindra Bolero Neo - Premium Sedan | Price, Features, Specifications","The Bolero Neo features modern design language with premium styling, distinctive front grille, and elegant proportions.","Bolero Neo offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Mahindra Bolero Neo?"",""answer"":""Mahindra Bolero Neo delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Mahindra Bolero Neo worth buying?"",""answer"":""Yes, Mahindra Bolero Neo offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
"Mahindra","XUV300","Coupe","Premium Coupe",5,"petrol,diesel","manual,automatic","2020-01-01","The Mahindra XUV300 is a premium coupe offering excellent performance, advanced features, and superior comfort for discerning customers.","Premium design, feature-rich interiors, good performance, reliable build quality, comprehensive warranty","Higher maintenance cost, premium pricing, average fuel efficiency","Premium coupe with advanced technology and superior performance.","Mahindra XUV300 - Premium Coupe | Price, Features, Specifications","The XUV300 features modern design language with premium styling, distinctive front grille, and elegant proportions.","XUV300 offers comfortable interiors with premium materials, advanced infotainment, and convenient features.",false,,"[{""title"":""1.5L Petrol Engine"",""summary"":""Advanced petrol engine with excellent performance and efficiency"",""transmission"":""6-Speed Manual"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""175 kmph""},{""title"":""1.5L Petrol Automatic"",""summary"":""Same petrol engine with smooth automatic transmission"",""transmission"":""CVT Automatic"",""power"":""110 PS @ 6000 rpm"",""torque"":""140 Nm @ 4000 rpm"",""speed"":""170 kmph""}]","[{""engineName"":""1.5L Petrol Manual"",""companyClaimed"":""18.5 kmpl"",""cityRealWorld"":""14.2 kmpl"",""highwayRealWorld"":""20.8 kmpl""},{""engineName"":""1.5L Petrol Automatic"",""companyClaimed"":""17.2 kmpl"",""cityRealWorld"":""13.5 kmpl"",""highwayRealWorld"":""19.5 kmpl""}]","[{""question"":""What is the mileage of Mahindra XUV300?"",""answer"":""Mahindra XUV300 delivers excellent fuel efficiency with its advanced engine technology and optimized performance.""},{""question"":""Is Mahindra XUV300 worth buying?"",""answer"":""Yes, Mahindra XUV300 offers excellent value with premium features, reliable performance, and comprehensive warranty coverage.""}]"
